,410001,410004,410006,72000,72004,720024,72042,72044,72154,73019,73025,73029,73124,74126,Lake City,Camden,Hillsboro,phoenix area,Marshall,Subiaco,HOBART MUNICIPAL AP ,TUCUMCARI 4 NE ,DEATH VALLEY NATIONAL PARK  ,HOPEWELL,NEOSHO ,LAS ANIMAS ,BLANDING,Yosemite national park area,Saluda,Clarksdale,Portales,Springerville,Ojai
1940-11-01,142491.106,122604.492,24663.781,26.9,68.6,,27.2,53.3,47.5,39.2,32.1,15.4,12.7,34.5,0.52,9.11,11.08,0.11,1.77,5.28,3.43,2.74,0,4.35,5.32,0.81,1.95,0.64,5.59,3.83,1.87,0.53,0.55
1940-12-01,113726.956,111465.059,26802.188,91.2,103.8,,65.4,93.2,68.3,63.1,55,46.7,38.4,15,6.02,5.21,4.82,3.75,1.29,3.81,1.02,0.24,0.34,2.63,2.11,0.14,3.7,16.52,3.61,4.96,0.03,0.84,null
1941-01-01,283089.396,219407.235,134121.549,236.5,314.6,,151.1,254.1,227.6,117.4,95.3,148.3,128.7,132.1,1.54,2.7,1.66,1.04,1.52,4.24,0.94,0.75,0.82,1.9,3.03,0.68,1.73,6.35,null,3.85,0.31,1.52,6.86
1941-02-01,160888.642,147973.599,43414.453,34.5,54.9,,30,34.8,32.2,35.8,24.7,72.9,52.4,27.9,4.91,4.25,5.14,1.78,0.47,3.85,2.87,0.39,0.74,1.4,1.2,0.1,1.78,10.11,1.71,1.99,0.09,0.8,11.25
1941-03-01,125977.013,134328.458,32363.344,34.7,71.7,,31,38.8,31.5,48.5,34.8,43.7,29.5,35.8,2.66,5.27,3.13,4.82,3.06,1.4,0.68,2.32,null,2.09,2.98,1.25,1.99,3.7,3.54,3.1,3.01,1.64,10.92
1941-04-01,92752.015,106370.937,18958.406,4.6,7.4,,2.3,8.4,3.3,1.8,1.8,13.2,0,4.6,2.63,6.09,8.14,2.12,2.02,4.82,5.02,2.35,0.58,4.06,8.52,1.09,2.81,4.09,1.72,4.74,1.6,1.03,null
1941-05-01,71888.479,71116.381,24526.75,41.6,77,,47,56.7,37.6,43,33.8,33.3,32.5,32.5,1.14,3.43,4.98,0.76,1.18,2.06,7.48,7.4,0.48,0.7,1.21,2.76,0.89,1.96,0.12,0.46,12.05,0.58,0.0005
1941-06-01,65638.559,72093.135,46453.203,64.5,129.3,,55.9,57,59.6,32.2,37.7,52.8,37.1,39.1,null,2.83,6.69,0.0005,2.48,4.36,9.58,3.41,0.01,4.34,6.63,1.77,0.97,0.07,7.52,3.55,7.45,1.3,null
1941-07-01,150226.773,139791.439,115635.233,60.8,131.5,,55.2,64.4,54.1,40.9,43.1,30.2,36.2,55.6,7.52,7.71,5.88,1.39,6.55,7.07,0.32,3.15,0.0005,7.01,3.96,3.48,0.74,0.03,7.29,4.4,3.62,1.94,0.0005
1941-08-01,110265.642,95624.042,57587.25,34.5,62.7,,41.4,48.1,35.8,24.7,18.4,20.9,15.2,7.1,3.55,3.43,4.3,0.85,1.75,4.87,3.91,1.29,0.52,4.12,5.86,2.47,1.06,0.4,1.99,3.67,2.29,1.76,0.06
1941-09-01,174081.38,165815.591,135114.717,70,126.5,,66.4,88.9,67.3,28.7,15.6,43.2,36,33,3.31,3.54,1.64,1.79,1.75,5.43,3.65,7.23,null,1.85,5.69,4.87,2.35,0,0.83,1.39,7.66,2.6,null
1941-10-01,174680.399,166859.644,113242.356,40.6,70.6,,47,49.7,44.5,42.8,30.9,45.1,37.9,21.8,7.9,6.04,5.99,0.5,0.95,9.81,9.38,6.3,0.45,0.37,15.15,2.27,4.68,null,2.28,9.82,5.2,0.66,1.06
1941-11-01,144439.413,141439.376,45870.75,43.9,49.8,,31.5,46.2,42.7,48.8,49.2,44.9,34.3,8.9,2.43,4.06,2,1.26,1.15,1.64,0.78,0.14,0.16,0.41,2.24,0.14,0.7,3.69,0.9,2.64,0.33,0.47,0.82
1941-12-01,153584.44,143904.415,27117.813,33.8,71.3,,37.3,35.6,30.8,15.2,7.9,29.5,17.2,13.7,8.02,3.04,2.23,1.36,1.68,2.73,1.28,0.21,0.46,2.86,1.55,0.31,1.63,16.79,6.03,1.71,0.49,0.54,7.02
1942-01-01,169160.67,156159.17,10429.625,9.3,24.1,null,9.4,17.5,12.7,7.1,7.6,7.6,10.2,0,3.9,1.92,0.83,0.35,1.98,3.6,0.2,0.03,0.0005,2.79,2.51,0.08,0.24,6.3,2.35,2.55,0.0005,0.47,1.05
1942-02-01,131904.818,108246.322,8428.406,96.6,52.7,null,76.3,86.3,97.1,28.4,31,59.7,52.3,73.2,7.67,2.51,1.07,0.24,3.45,2.24,0.99,0.08,0.01,1.04,2.19,0.43,0.73,5.4,2.47,2.72,0.1,0.24,0.96
1942-03-01,124503.378,118676.926,6914.023,15,22.9,null,19.9,13.2,15.5,12.2,10.9,16,11.2,10.2,5.86,4.64,1.39,0.28,3.88,2.77,1.42,0.83,0.15,5.15,0.94,0.61,1.21,3.41,8.85,4.13,0.4,0.52,1.79
1942-04-01,75132.445,59707.251,6869.945,11.9,30.8,null,10.1,9.9,13.8,39.1,18.6,22.1,8.1,33,0.67,10.61,13.11,0.76,0.72,4.36,7.51,3.87,0.18,0.68,8.55,3.56,1.47,6.41,1.85,9.92,1.46,0.11,4.43
1942-05-01,192081.942,143943.047,105770.466,226.3,322.6,null,232.1,251,254,138.8,113.4,139,140.7,124.5,1.94,3.99,4.55,0,4.83,4.81,1.91,0.37,0.0005,1.23,2.11,0.28,0.01,3.87,2.47,3.47,0.33,0,0
1942-06-01,309413.783,220758.312,145229.025,123.7,221,null,118.9,134.4,118.8,80.2,84,101.4,93.4,66.8,5.38,5.26,3.13,0,5.7,2.37,null,1.98,0,8.45,7.87,4.34,0.0005,0.0005,4.77,3.42,1.8,0,0.0005
1942-07-01,522926.979,407348.879,311559.185,64,138.8,null,44.2,75.4,56.8,31.9,30.3,38.1,28.4,26.7,6.58,0.3,2.35,1.24,3.08,0.58,1.36,1.37,0,3.32,1.52,1.13,0.09,0,3.72,2.62,1.7,2.39,0
1942-08-01,387531.043,296888.058,202417.445,103,202.4,85.3,93.1,109,122.2,59.5,43.6,63.3,55,41.7,7.04,3.08,4.66,1.1,4.13,3.11,7.7,1.17,0.4,5.74,5.7,2.89,0.17,0,6.35,4.97,null,1.22,0.01
1942-09-01,618337.953,509153.061,288255.469,68.8,164.6,55.6,46.7,64.3,59.5,29.7,34.6,60.9,39.8,38.9,2.98,2.95,7.4,0.21,3.98,4.59,4.82,2.42,0,5.75,12.35,1.87,1.13,0.02,4.55,1.96,1.52,0.63,0
1942-10-01,393866.427,371028.473,189732.002,117.2,137.7,70.7,86.7,94.1,98.3,29.3,14.3,40.8,42,48.5,0.44,2.76,5.31,0.43,1.7,4.28,4.28,2.16,0.0005,5.67,4.74,2.71,1.14,0.7,1.98,2.81,4.26,0.75,0.73
1942-11-01,450014.957,407692.313,152764.17,72.2,97.9,68.6,62.2,82.7,61.5,56.1,72.3,101.3,70.8,38.1,0.36,1.92,1.29,0.01,0.98,3.04,0.17,0.0005,0,1.17,3.23,0.03,0.2,9.39,3.75,3.65,0,0,0.25
1942-12-01,180114.935,173455.44,59713.625,23.4,30.6,18.3,6.8,13.9,15,19.3,0,10.1,0,0,2.53,4.78,2.28,0.36,5.87,5.47,1.89,0.49,0.01,2.58,3.59,1.09,1.38,5.03,4.68,6.74,1.25,0.64,1.02
1943-01-01,158079.842,145575.618,40967.938,142.1,95.1,112.2,89.1,123.4,115.5,77.4,74,116.5,60.8,107.7,2.09,3.18,0.41,0.73,3.73,0.23,0,0.06,0.29,2.68,0.08,0.34,2,12.42,5.33,2.16,0,1.18,16.93
1943-02-01,131319.136,119941.383,16546.156,8.6,18.6,18,12.4,10.2,7.7,8.7,5.1,12.9,8.9,10.9,0.5,1.83,0.08,0.07,1.7,0.47,0.3,0.07,0.03,3.22,0.87,0.11,0.75,2.9,1.17,2,0.76,0.48,3.68
1943-03-01,136829.538,132017.339,13174.75,17.5,24.7,14.3,14.7,19.9,19.6,8.4,7.4,7.6,8.9,9.4,3.24,7.4,2.18,0.73,3.18,3.64,1.47,0.0005,0.36,3.02,4.23,0.26,1.34,9.43,5.59,10.03,0.12,0.61,4.87
1943-04-01,141874.968,135306.444,78449.597,104.9,213,76.7,84.8,108.9,108.4,101,97.9,122.6,107.4,48.8,1.38,2.81,2.86,0.14,2.75,3.54,1.06,0.16,0.55,1.37,5.27,0.73,0.21,2.43,4.92,1.99,0.1,0.12,0.57
1943-05-01,86226.764,85891.077,43967.313,19.8,27.7,17.6,24.7,7.8,20.8,32.3,28.7,41.5,15.2,29,5.96,3.81,8.44,0.0005,3.23,11.98,6.93,null,0,4.23,21.56,1.42,0.84,0.42,null,3.85,0.65,0.95,0
1943-06-01,77710.327,81675.48,44158.25,43.9,104.9,48.8,44.8,60.6,50.2,28.3,29.3,43.5,29.8,23.9,5.9,3.14,2.75,0.01,5.78,4.34,1.64,3.69,0.0005,5.68,6.03,0.75,0.02,0.94,4.79,3.98,2.26,0.4,0
1943-07-01,118743.459,126025.434,84624.769,84,134.1,69.3,72.6,97.7,73.6,48.7,55.4,39.2,43.9,33.5,4.98,2.19,1.12,0.25,5.65,0.97,0.83,2.11,0.0005,3.33,0.4,1.66,0.25,0.03,7.55,0.59,1.71,0.99,0
1943-08-01,274893.268,238549.253,129081.608,111.1,207.1,82.5,119.5,126.6,100.8,80.4,84.1,55,81.3,52.8,4.81,0.37,0.08,4.92,1.88,1.13,0.51,1.26,0,0.53,1.68,1.02,1.34,0,1.08,0.75,0.31,5.46,0
1943-09-01,472817.068,429914.107,231837.437,73.8,122,54.1,59.4,73.8,63.1,39.2,28,72.5,47.1,65.8,2.21,3.92,4.77,0.97,1.86,3.98,0.18,0.34,0.05,3.35,5.31,0.09,0.56,0.14,3.45,4.35,0.31,0.98,0
1943-10-01,597831.928,542838.924,242822.563,71.2,105.1,105.5,62,69.6,45.4,51.9,45.1,41,7.6,69.6,0.0005,3.58,2.93,0.17,1.32,4.08,1.2,0.42,0.2,3.26,6.07,0.31,0.83,1.38,0,0.68,0.07,0.46,0.46
1943-11-01,338384.243,321636.963,107086.9,103.9,116,74.1,87.4,101.7,83.8,88.4,62,74.6,71.8,51.1,0.9,null,0.37,0,null,0.53,0.45,0.23,0.0005,1.42,0.53,0.06,0.52,1.76,1.56,2.47,1.02,0.0005,0.16
1943-12-01,205077.579,205293.95,46964.406,8.4,18.8,7.3,8.6,14.2,27.7,0,0,13.5,0,1.3,1.7,3.09,3.28,1.89,2.15,3.02,2.19,2.45,0.85,1.85,3.07,1.05,1,2.16,3.46,3.17,3.16,0.35,7.89
1944-01-01,156272.508,160120.084,18063.031,21.3,7.7,7.9,3.3,6.6,3,1.8,3.8,1,3.3,0,3.56,5.36,3.24,0.47,1.85,3.23,2.08,0.5,0.05,2.6,0.71,1.6,1.37,6.15,3.65,3.01,0.21,0.21,1.8
1944-02-01,138609.075,144797.227,9199.156,5.1,16.8,2.5,0,4.5,16.5,0,0,1,0,0,1.7,10.47,4.37,2.1,5.79,6.69,1.34,0.46,1.12,5.69,4.6,0.11,1.28,8.43,6.55,7.67,0.83,0.37,10.51
1944-03-01,140369.623,138557.158,10028.43,34.8,57,51,20.9,22.2,11.4,46.1,51.4,13,30.4,19.6,7.24,6.54,2.2,0.95,5,5.37,2.48,0.02,0.15,6.22,4.13,1.18,0.36,2.97,10.09,8.01,0.08,0.74,2.33
1944-04-01,82837.071,84066.51,13798.641,29.1,63.9,25.7,37.3,28.5,30,22.4,18.5,20.6,22.8,32,3.07,4.58,5.68,0.5,2.47,3.93,2.48,1.14,0.11,3.74,4.7,3.51,2.76,4.44,4.79,7.71,1.11,0.08,0.93
1944-05-01,54832.32,108389.298,76145.114,109.3,166.5,75.9,91.2,93.3,100.3,50.7,47.8,65,44.1,37.8,4.19,10.14,10.68,0.8,1.41,6.45,3.42,5.55,0.05,2.92,4.79,5.63,1.07,1.51,1.79,5.98,1.06,0.18,0.0005
1944-06-01,97330.124,86975.854,52315.188,20.6,60.6,14.6,13.8,22.3,14.7,7.4,9.4,5.8,4.3,14,3.08,3.16,0.4,0,5.44,null,5.85,1.19,0.0005,1.35,7.86,0.45,0.39,0.74,3.4,3.22,null,0,0.08
1944-07-01,103017.577,93494.93,65411.82,30.6,97.7,29.9,32.3,53.6,27.1,24.7,20.1,29,22.6,20.3,11.4,1.68,1.95,0.7,4.09,5.27,4.9,1.94,0,5.51,3.15,3.03,0.88,0,6.45,3.09,null,2.31,0
1944-08-01,91527.5,88418.405,47147.938,7.4,16.6,6.4,8.3,9.7,8.4,14.8,15.2,27.8,3.3,1,10.13,3.82,2.26,0.09,2.74,3.85,2.39,3.87,0,4.03,5.14,2.99,0.33,0,2.63,3.91,1.86,1.9,0
1944-09-01,76366.335,75251.286,41031.625,19.9,22.7,7.8,15.7,26.1,19.4,3.6,9.4,13.7,0,5.3,5.77,1.87,1.75,0.07,3.41,0.59,2.85,1.06,0.0005,4.02,2.85,0.04,0.75,0.13,1.08,2.91,4,1.76,0.0005
1944-10-01,87133.014,80304.749,41442.632,80.1,114.3,67.6,57.6,72.4,69.4,65.9,60,27,46.2,48.8,7.01,0.01,2.71,0.36,2.08,1.11,1.51,0.24,0.0005,1.92,4.25,1.33,0.16,2.36,2.54,0.55,0.55,0.75,0.02
1944-11-01,90342.202,85754.742,21177.594,8.5,26.6,9.2,16,6.4,2.3,10.2,6.4,15.8,6.4,9.9,3.92,3.31,3.44,1.13,2.39,3.63,1.66,0.44,1.01,4.19,2.42,0.46,1.54,7.54,2.06,2.89,0.45,0.52,5.21
1944-12-01,108855.698,99228.622,12379.609,23.2,37.6,20.8,12.7,22.6,19.5,15,12.7,7.6,11.4,20.3,0.46,10.49,4.96,1.09,2.41,5.13,2.39,1.63,0,2.3,1.86,0.44,0.89,4.35,1.64,8.93,0.75,0.29,0.96
1945-01-01,104852.61,97879.024,7772.766,53.9,64.1,21.3,25.6,31,83.9,17.6,19.9,36.5,9.2,70.6,7.71,4.23,2.91,1.01,1.95,1.24,2.01,0.83,0,1.95,1.06,1.3,1.56,1.12,3.09,4.22,0.37,0.17,0.63
1945-02-01,94072.62,84900.826,6573.953,63.1,28.1,36.9,35.6,41.7,37.3,27.4,10.1,34.5,17,19.1,2.3,5.67,5.64,0.12,4.58,10.22,0.9,0.15,0.15,2.75,3.97,0.3,1.29,10.65,null,6.33,0.09,0.15,7.32
1945-03-01,86796.917,77664.5,4819.758,16,36.6,9.7,6.1,18.5,14.5,2,3,8.7,3,11.4,0.02,9.3,8.83,0.82,3.72,12.26,2.33,0.47,0.06,0.72,7.34,0.06,1.64,7.51,2.09,7.69,0.15,0.32,4.54
1945-04-01,79829.98,73774.491,20233.148,36.1,54.2,44.5,32.8,43.3,31.5,11.5,9.2,8.1,16.8,8.4,5.84,10.27,5.48,0.0005,4.1,4.39,4.95,0.3,0.0005,4.29,12.68,0.92,0.69,1.04,3.18,6.08,0.19,0,0.06
1945-05-01,68198.126,51810.05,12223.016,30.7,57,22,24.9,26.4,26.9,23.9,22,28.3,22.4,25.4,1.61,4.57,1.87,0,4.37,5.24,0.25,1.78,0.02,6.5,7.74,0.86,0.27,2.44,2.47,2.06,0.43,0,0.07
1945-06-01,102013.127,87987.779,67667.465,136,223,110,123.9,127.3,135.7,122.2,115.6,102,125.2,70.4,4.93,6.02,4.2,0,3.82,9.89,6.69,0.22,0.0005,0.54,5.69,1.26,0.35,0.87,5.53,3.26,0.0005,0.05,0.05
1945-07-01,95422.197,84274.448,54617.64,44.9,75.4,42.6,36.8,42.7,29.9,27.5,29.5,35.1,28.1,39.9,10.56,6.71,3.63,0.93,3.26,1.47,3.1,1.05,0.0005,10.59,3.45,1.98,0.9,0.03,2.94,6.14,null,1.94,0.04
1945-08-01,280471.05,245134.15,189886.075,132.3,209,98.6,102,165.3,117.5,65.5,57,81.9,60.4,50.5,6.3,7.1,1.44,0.41,4.85,2.93,1.66,6.25,null,2.58,1.62,4.03,1.2,0.11,1.58,4.02,2.31,2.97,0
1945-09-01,191076.763,169450.033,127062.933,22.7,81.9,27.1,27.6,39.1,34.2,17.4,19.5,16.3,21.6,8.1,3.19,3.12,2.38,0.0005,4.34,10.46,4.04,1.73,0,5.97,16.12,0.74,0.04,0.36,10.43,4.12,2.79,0.8,0
1945-10-01,166133.379,163431.103,143866.076,92.7,134.4,98.3,75.7,99.8,94,61.8,46.5,41.2,61.8,72.6,3.09,4.18,2.16,0.69,3.19,2.38,0.45,1.48,0.38,1.54,3.04,0.35,1.07,5.64,0.83,3.55,1.1,1.07,1.25
1945-11-01,166044.452,150209.9,82576.912,48.4,52.2,27.3,30.5,42.3,44.4,29.8,24.7,42.2,36.6,28.7,1.13,6.01,1.74,0,3.66,2.54,0,0,0,2.67,0.36,0.09,0.01,5.37,1.49,4.64,0,0,0.21
1945-12-01,116448.522,122962.555,24781.313,15.5,27.2,21.5,18,15.7,14.8,10.2,7.1,9.1,13.2,16.5,5.03,3.92,0.35,0.31,3.88,0.77,0,0.0005,0.54,5.38,0.77,0.28,1.19,12.52,null,4.25,0.12,0.79,3.79
1946-01-01,123802.612,121628.795,14610.938,81,77.7,59.9,51.7,63.8,69.5,37.8,38.1,97.6,38.2,54.9,3.48,8.7,4.56,1.18,4.41,5.62,1.21,0.02,0,2.35,3.6,0.47,0.37,2.17,2.94,13.81,0.75,1.27,0.39
1946-02-01,121116.225,107570.653,22481.664,111.4,147.1,112.6,121.9,113.2,109,109.7,111,76.4,97.5,98.3,1.69,5.49,2.95,0.11,4.27,3.54,1.04,0.08,0.01,2.34,3.41,0.62,0.05,4.03,3.37,5.95,0.06,0.0005,1.55
1946-03-01,107885.477,95596.378,43695.827,64.6,134.1,69.7,51.1,66.8,59.9,41.7,47.6,47.8,51.5,57.7,3.82,5.37,3.47,0.02,4.82,6.56,0.56,0.13,0.13,1.98,2.05,1.2,1.33,7.34,4.69,6.18,0.07,0.39,6.08
1946-04-01,80575.286,77911.071,27609.688,41,50.3,57.1,24.6,56.2,43.4,25.6,12.7,21.4,23.1,24.4,2.04,4.05,3.37,0.04,4.6,8.45,1.59,0.12,0.03,2.96,4.34,0.24,2.06,0.26,4.55,3.61,0.23,0.09,0.21
1946-05-01,62163.783,57212.635,24492.776,37.5,72.6,33.1,28.7,39.1,31,18.3,18.3,19,17.5,29.2,4.86,7.66,5.19,0,5.61,7.82,3.91,0.76,0,7.68,8.66,2.18,0.44,1.23,4.32,12.24,0.06,0.0005,0.11
1946-06-01,85611.238,89953.208,53051.382,51.4,98.5,47.4,35.2,58.3,43.2,24.3,23.2,18.9,18.3,23.1,null,2.15,2.37,0,1.99,3.28,1.87,0.27,0,8.42,2.03,1.77,0.11,0,1.61,3.06,1.19,0.24,0
1946-07-01,345934.089,317565.781,309946.911,129.6,267.8,127.1,91.6,135.9,122.5,30.6,30,38,40.4,92.7,8.76,4.2,0.55,2.56,4.62,3.26,0.35,0.78,0.0005,3.56,1.37,0.48,0.93,0.29,4.53,5.74,0.7,2.35,0.24
1946-08-01,533893.809,473645.584,312801.969,66.6,132.7,59.4,41.7,77.1,69.7,27.4,23.2,30.6,32,22.1,5.82,1.53,0.97,2.01,4.12,0.96,2.97,1.88,0.65,3.79,2.82,2.96,1.16,0,4.59,0.38,4.39,3.74,0
1946-09-01,311718.383,296285.363,189105.543,13,25,6.9,6.4,15.8,11.8,2.5,0.5,5.1,1.3,2.8,4.69,0.27,3.98,2.88,0.88,2.64,1.18,1.88,0.0005,1.96,2.1,0.06,1.21,0.34,3.82,2.46,2.29,3.93,0
1946-10-01,297978.163,287163.29,241550.336,28.7,54.4,24.4,19.6,40.1,26.6,17.1,17.6,42.3,10,14,2.65,4.63,1.1,0.05,2.74,2.13,0.24,1.29,0.0005,3.04,1.05,1.07,1.41,2.6,6.59,2.83,4.05,0.4,0.44
1946-11-01,246573.458,231142.601,116449.748,130,120.4,92.4,73.8,120.7,126.5,96.5,61.7,124.9,75.9,85.9,0.7,8.78,3.31,0.58,1.2,10.51,2.07,1.21,1.5,2.04,7.4,1.19,1.64,8.81,3.11,6.55,0.68,0.64,7.9
1946-12-01,172094.896,158019.291,52753.148,72.8,122.6,60.7,80.2,69.5,69.4,52.5,71.8,66.3,93.2,null,0.51,1.8,2.9,0.45,2.3,6.79,null,0.0005,1.18,2.22,3.17,0.0005,0.7,6.04,1.6,2.61,0.42,0.22,3.56
1947-01-01,154865.488,148542.716,21280.406,1.3,5.3,3.6,1.8,1,0.8,0.8,0,0,2.8,6.9,3.99,3.81,3.83,0.03,6.74,0.93,null,0.29,0,3.59,0.82,0.1,0.41,1.67,6.24,8.79,0.68,0.29,0.55
1947-02-01,160362.039,147902.448,12039.625,61.7,85.6,14.5,48.8,42,59.2,70.5,46.2,33.3,36.5,41.1,5.22,1.68,1.21,0.1,1.85,0.46,null,0.0005,0.0005,1.56,0.43,0.28,0.61,2.28,1.12,1.31,0.1,0.0005,0.62
1947-03-01,175406.886,146753.5,23956.82,81.1,170.4,155.7,96.1,78.3,61.4,56.6,58.7,20.7,48.5,114.3,5.35,7.26,2.33,0.0005,2.1,1.9,0.21,0.59,0.03,1.59,2.9,0.92,0.21,3.85,5.63,4.82,0.58,0.48,1.79
1947-04-01,123268.835,93604.447,26638.281,45.1,42.1,20.6,13.6,45.6,37.1,37.6,32.2,39,47.6,35.6,1.7,5.05,3.96,0.0005,2.42,6.64,5.19,0.62,0.1,1.52,12.28,0.85,0.13,1.6,3.34,4.83,1.74,0.0005,0.03
1947-05-01,86900.612,51710.11,24431.438,29.2,60.5,21.9,21.6,37,50.3,9.7,10.9,21.6,11.4,17.3,7.13,7.78,3.06,0.38,1.4,4.51,null,5.02,0.0005,2.43,4.54,3.85,1.7,1.23,null,6.94,3.37,0.74,0.44
1947-06-01,111479.513,87696.014,77840.333,50,132.5,40.4,36,59.8,55.3,36.6,24.4,42.1,42.9,28.7,3.97,1.99,3.11,0,5.72,2.89,4.21,0,0,7.02,4.33,2.52,0.84,0.38,2.69,2.52,0.08,0.11,0.01
1947-07-01,270967.254,235715.031,207097.785,118.3,244.2,133.9,99.7,140.3,136.2,62.2,54.8,89.3,83.1,65.8,7.74,null,0.1,0.13,4.12,null,1.7,1.28,0,2.48,1.65,0.56,0.41,0,1.92,1.17,null,2.91,0
1947-08-01,302336.24,264453.166,213194.528,80.4,135.7,65.6,74.1,82,77.7,38.9,36.9,42.8,41.2,29.5,3.58,4.42,4.28,1.21,5.84,2.54,null,1.38,0.0005,1.65,0.7,1.35,3.46,0.0005,3.92,0.99,null,5.42,0.02
1947-09-01,483176.588,416476.295,345370.777,95.8,160.3,72.9,61,109.3,85.8,48.8,53.3,65.1,52.4,47,12.94,null,1.2,0.39,1.22,3.74,null,0.02,0,4.99,3.57,0.1,0.62,0.48,3.59,0.66,null,1.06,0.0005
1947-10-01,299937.607,281025.198,208521.566,45.8,106.3,60.9,42.4,65.2,57.9,34.6,34.1,49.7,22.3,59.7,14.45,2.38,2.16,0.06,2.2,3.84,null,0.15,0.18,1.61,1.1,0.07,2.32,4.64,5.02,1.32,null,1.28,0.07
1947-11-01,348801.764,307188.336,205316.573,77.8,119.1,89.8,63.8,99.2,75.7,44,33.4,67.5,51.1,46.5,9.01,5.52,1.01,0.6,3.76,3.12,null,0.67,0.0005,6.37,2.1,0.1,1.1,1.5,8.65,7.94,null,0.65,0.0005
1947-12-01,565219.013,503001.456,200264.497,167.7,251.4,177.5,125.1,181.3,139.8,89.5,85.3,228.4,80.2,81.3,6.93,2.61,1.79,0.32,1.36,3.49,null,0.96,0.54,1.27,2.18,0.81,2.02,1.13,4.6,3.02,null,0.57,0.82
1948-01-01,445392.438,421260.718,130001.296,38,96.9,50.6,48.9,76.8,55.7,45.2,55.2,69.4,49.9,35.8,4.55,null,null,0.0005,2.45,4.42,1.23,1,0,3.64,0.71,0.82,0.26,2.24,4.96,5.47,0.51,0.56,0
1948-02-01,280735.238,249238.435,53176.591,85.8,74.4,100.7,53.7,103.3,108.1,90.1,99,159.4,74.1,100.6,1.85,4.45,null,1.09,3.84,5.85,1.69,1.84,0,1.88,2.48,0.7,1.25,4.51,5.45,9.79,1.11,2.34,1.76
1948-03-01,186818.035,164838.209,28187,8.9,4.8,0,3.6,6.6,0,0,0,25.9,18.3,0,12.61,8.04,null,0.16,3.57,3.12,2.36,1.55,null,3.89,4.55,1.86,0.98,7.75,8.45,9.7,0.39,1.42,3.78
1948-04-01,135218.085,109425.398,33909.875,66.2,117.6,61.4,71.1,72.6,56.2,62.3,55.3,57.6,57.4,37.6,4.52,4.73,null,0,1.3,5.76,0.61,0.13,0.04,4.68,1.59,0.22,0.29,9.73,2.55,5.19,0.19,0.1,2.81
1948-05-01,362058.238,349312.168,120988.336,92.3,129.6,60.1,62.9,98.9,78.1,40.3,34.9,96.5,48.3,53.8,2.87,6.1,4.19,0.0005,3.44,6.37,3.31,2.43,0.11,8.07,4.51,1.3,0.25,1.3,7.14,5,1.85,0.35,0.09
1948-06-01,400700.613,381724.83,122255.468,46.8,85.9,40.6,41.3,53.8,47.2,54.8,58.2,49.6,53.3,24.6,2.84,0.82,null,0.11,5.7,4.87,1.41,2.41,0.0005,1.72,11.68,3.7,2.84,0.66,null,4.16,5.77,0.04,0.01
1948-07-01,245161.854,227535.758,78834.271,27.6,64.9,19.9,17.5,40.5,33.4,11.6,12.3,10.7,10.4,20.8,10.01,3.98,2.24,0.79,3.08,5.06,1.28,1.53,0,3.42,8.89,2.33,0.71,0,3.65,4.98,4.81,2.39,0
1948-08-01,147024.801,133764.315,86222.494,35.9,68.1,33.1,27.4,47.1,36.7,21.3,21.6,29.9,13.2,10.4,11.66,2.51,null,0.25,2.65,4.48,2.17,3.77,0,4.65,4.18,1.29,1.54,0,6.78,2.63,3.05,2.47,0
1948-09-01,295417.436,284340.965,146980.441,37.2,67.3,34.7,30.1,29,36.9,33.3,17.6,51.5,19.8,23.9,3.52,0.32,0.32,0.0005,1.24,0.48,0.0005,0,0,5.12,1.38,0.17,2.15,0.07,5.01,2.41,1.18,1.01,0
1948-10-01,307503.223,302907.325,181274.07,90,167.7,84.1,77.9,119.7,86.6,49.4,44.2,46.3,49,41.7,5.14,null,1,0.96,0.94,2.32,0.88,0.55,0.04,2.77,0.76,0,1.93,0.85,1.67,0.55,null,1.21,0.03
1948-11-01,339787.071,314694.183,178269.842,56.7,99.6,95.8,76.5,41.9,40.2,41.1,31.8,13.2,26.2,70.1,1.5,9.84,null,0,6.05,2.81,0.75,1.2,0,6.57,3.15,0.06,0.1,0.83,8.79,12.57,0.15,0.26,0
1948-12-01,158352.126,153919.413,48432.594,43,39.1,58.2,61.3,33.8,37.8,41.7,22.1,49,57.4,68.1,null,3.15,null,0.58,4.32,3.6,0.12,0.0005,0,4.16,1.98,0.0005,1.42,5.96,4.1,2.75,0.41,0.56,3.6
1949-01-01,150743.947,141281.088,26760.594,15,16.6,14,27.2,9.5,44.2,48.4,33.5,8.1,27.4,0,null,7.79,6.31,1.61,1.58,11.98,4.21,0.95,0.41,2.24,4.83,0.83,3.42,3.96,1.72,9.75,1.35,1.02,2.51
1949-02-01,121716.225,117466.172,14755.281,56.9,75.9,28.4,22.9,66.7,34.9,28.4,23.1,34.8,14.7,9.1,6.57,2.91,null,0.08,3.19,4.88,0.94,1.83,0.85,2.36,3.23,0.11,0.86,5.97,6.99,2.11,0.95,0.15,1.33
1949-03-01,141168.398,123365.975,22912.234,89.9,124.4,99.2,78.2,106.5,91,92.4,82.8,105.6,103.9,null,1.51,4.66,null,0.38,3.03,3.32,1.36,0.75,0.41,1.49,3.15,0.64,1.72,8.6,null,5.57,0.1,0.13,2.36
